id;course_id;grade
385;2;13.5
385;2;13
385;5;11
385;5;unknown
385;5;16
385;5;15
385;5;17
385;8;10.5
385;8;16
385;8;6
385;8;7
385;6;5
385;6;2.25
385;6;9.5
385;6;6.25
385;6;7
385;6;9.5
385;6;3
385;6;8.5
385;10;7
385;10;12.5
385;10;6.5
385;10;11.5
385;10;12.5
385;10;9
385;4;8
385;4;8
385;4;7
385;4;9
385;4;7
399;9;11
399;9;12
399;9;14
399;7;8
399;7;12
399;7;7.5
399;7;12
399;7;16
399;7;18
399;7;10
399;3;5
399;3;6.75
399;3;8.5
399;3;3.75
399;3;6
399;3;11
399;1;12
399;1;9
399;1;11
399;2;15
399;2;15
399;2;13
399;2;12
399;2;16
399;2;12.5
399;2;12.25
399;2;13.75
399;2;13
399;2;14
399;5;12
399;5;13
399;5;9
399;5;16
399;8;6.5
399;8;8
399;8;8
399;8;5.5
399;6;7
399;6;5
399;6;5
399;6;3.75
399;6;9.5
399;6;10.25
399;6;4.25
399;6;4.75
399;10;12
399;10;7
399;10;11.5
399;10;10
399;10;10
399;10;13.5
399;4;7
399;4;8
399;4;6
399;4;6
399;4;6
410;9;13
410;9;16.5
410;9;11.5
410;7;8.5
410;7;10
410;7;11
410;7;17
410;7;11.5
410;7;9
410;7;14.5
410;3;13.5
410;3;1.5
410;3;10
410;3;8.5
410;3;6
410;3;4.25
410;1;11
410;1;9
410;1;9
410;2;14.75
410;2;14.25
410;2;13
410;2;13.75
410;2;13.25
410;2;11.5
410;2;13.75
410;2;15.5
410;2;14.25
410;2;13.25
410;5;15
410;5;13
410;5;10
410;5;14
410;5;12
410;8;7
410;8;6
410;8;15
410;8;8.5
410;6;6.25
410;6;8.5
410;6;7.25
410;6;4.25
410;6;4.25
410;6;10.5
410;6;0
410;10;12.5
410;10;10.5
410;10;16
410;10;16
410;10;14.5
410;4;8
410;4;7
410;4;9
410;4;9
417;9;13
417;9;13.5
417;9;16
417;7;10.5
417;7;15
417;7;9.5
417;7;12
417;7;15.5
417;7;8.5
417;7;15.5
417;3;6.25
417;3;8
417;3;4
417;3;7
417;3;8
417;3;10.5
417;1;14
417;1;9
417;1;12
417;2;13.75
417;2;12.5
417;2;15.25
417;2;15
417;2;12.75
417;2;14
417;2;14
417;2;12.75
417;2;13.25
417;2;13.75
417;5;13
417;5;15
417;5;13
417;5;19
417;8;8
417;8;7.5
417;8;unknown
417;8;12
417;6;4.75
417;6;7.75
417;6;9.25
417;6;10.25
417;6;6
417;6;5.5
417;6;10.5
417;6;4.75
417;10;11.5
417;10;10
417;10;12.5
417;10;6
417;10;11.5
417;10;11
417;4;8
417;4;8
417;4;9
417;4;6
417;4;8
418;9;9.5
418;9;16
418;9;14
418;7;11.5
418;7;15
418;7;12
418;7;13.5
418;7;11.5
418;7;11.5
418;7;12
418;3;3.5
418;3;7.25
418;3;9
418;3;7
418;3;4.75
418;3;14.25
418;1;11
418;1;12
418;1;12
418;2;11.75
418;2;13
418;2;11.5
418;2;12.25
418;2;13.75
418;2;13.75
418;2;14
418;2;13.5
418;2;14.25
418;5;12
418;5;10
418;5;16
418;5;17
418;5;14
418;8;10.5
418;8;14
418;8;6
418;8;5
418;6;5.25
418;6;6.75
418;6;10.5
418;6;6.75
418;6;7.5
418;6;7.25
418;6;7
418;6;7.25
418;10;16.5
418;10;12.5
418;10;14.5
418;10;19.5
418;10;19
418;10;14.5
418;4;7
418;4;9
418;4;8
418;4;6
418;4;9
420;9;12.5
420;9;11.5
420;9;10
420;7;8.5
420;7;12.5
420;7;16.5
420;7;9
420;7;13
420;7;10
420;7;12.5
420;3;9.75
420;3;2.75
420;3;6.25
420;3;7.5
420;3;11.5
420;3;10.5
420;1;6
420;1;8
420;1;11
420;2;13.25
420;2;13.25
420;2;13.25
420;2;13.5
420;2;16.5
420;2;12.75
420;2;14
420;2;11.75
420;2;14
420;2;13
420;5;12
420;5;13
420;5;11
420;5;11
420;5;18
420;8;9
420;8;8
420;8;8.5
420;6;7.5
420;6;3.25
420;6;2.25
420;6;10
420;6;7
420;6;8.5
420;6;5
420;6;9.25
420;10;8.5
420;10;11
420;10;11
420;10;11.5
420;10;12
420;4;9
420;4;8
420;4;5
420;4;7
437;9;12.5
437;9;18
437;9;16.5
437;7;14.5
437;7;11.5
437;7;14.5
437;7;11
437;7;14.5
437;7;15
437;7;8.5
437;3;14
437;3;5.5
437;3;1.25
437;3;8.25
437;3;0.5
437;3;14.25
437;1;17
437;1;7
437;1;17
437;2;11.75
437;2;12.25
437;2;14.75
437;2;12.75
437;2;12.25
437;2;14.25
437;2;13
437;2;15.5
437;2;14.5
437;2;13.75
437;5;14
437;5;12
437;5;16
437;5;15
437;5;12
437;8;12
437;8;3.5
437;8;6
437;8;16
437;6;13.5
437;6;9
437;6;4.25
437;6;9.75
437;6;1
437;6;8.75
437;10;7.5
437;10;12
437;10;14
437;10;6.5
437;10;6.5
437;10;4
437;4;5
437;4;7
437;4;6
437;4;8
437;4;11
453;9;15.5
453;9;12.5
453;9;13.5
453;7;10.5
453;7;9.5
453;7;7.5
453;7;9.5
453;7;8
453;7;8
453;7;11.5
453;3;4
453;3;4.5
453;3;5.75
453;3;8.5
453;3;7.75
453;3;1.75
453;1;9
453;1;9
453;1;10
453;2;13.25
453;2;15.5
453;2;14.5
453;2;12.5
453;2;10.25
453;2;12.75
453;2;15.25
453;2;15
453;2;12
453;5;9
453;5;12
453;5;15
453;5;10
453;5;15
453;8;7
453;8;9.5
453;8;11
453;6;9
453;6;8.5
453;6;8
453;6;9.25
453;6;8
453;6;8.5
453;6;3
453;10;16.5
453;10;11
453;10;11
453;10;13
453;10;10
453;10;15
453;4;8
453;4;5
453;4;10
453;4;7
453;4;8
469;9;12.5
469;9;10
469;9;12.5
469;7;15.5
469;7;9
469;7;9.5
469;7;7
469;7;7.5
469;7;10.5
469;7;14.5
469;3;7.75
469;3;12.75
469;3;8
469;3;10
469;3;8
469;3;12.75
469;1;11
469;1;11
469;1;14
469;2;14.25
469;2;13.25
469;2;11.5
469;2;14.25
469;2;13
469;2;12.75
469;2;15
469;2;13.5
469;2;11.5
469;5;9
469;5;8
469;5;13
469;5;14
469;5;14
469;8;11.5
469;8;12
469;8;6
469;8;15
469;6;7.5
469;6;8.25
469;6;5
469;6;3.75
469;6;8
469;6;7.75
469;6;4.5
469;6;6.5
469;10;14
469;10;7.5
469;10;12
469;10;12
469;10;11.5
469;10;13.5
469;4;7
469;4;10
469;4;9
469;4;6
469;4;10
493;9;15.5
493;9;11.5
493;9;13.5
493;7;10.5
493;7;8.5
493;7;12.5
493;7;12.5
493;7;12.5
493;7;12
493;3;4.25
493;3;13.25
493;3;5.5
493;3;8.75
493;3;9.5
493;3;5.25
493;1;11
493;1;17
493;1;11
493;2;14.75
493;2;14
493;2;10.5
493;2;13.5
493;2;13.75
493;2;12.75
493;2;15.75
493;2;13
493;2;11.25
493;2;12.75
493;5;15
493;5;13
493;5;13
493;5;16
493;5;12
493;8;8.5
493;8;8
493;8;8.5
493;8;7
493;6;8.75
493;6;7.5
493;6;2
493;6;11.25
493;6;5.5
493;6;7.75
493;6;7.75
493;6;5.5
493;10;13.5
493;10;11
493;10;9.5
493;10;12
493;10;14
493;10;10
493;4;8
493;4;6
493;4;9
493;4;8
493;4;7
514;9;14
514;9;16
514;7;13
514;7;12.5
514;7;10.5
514;7;9
514;7;9.5
514;7;8
514;7;16
514;3;6.75
514;3;4.75
514;3;7
514;3;4.25
514;3;6.5
514;3;2.5
514;1;12
514;1;9
514;1;13
514;2;12.25
514;2;11.75
514;2;13
514;2;12
514;2;14.5
514;2;14
514;2;12.25
514;2;14
514;2;14
514;2;14
514;5;12
514;5;10
514;5;15
514;5;11
514;5;13
514;8;9.5
514;8;13
514;8;12
514;8;7
514;6;8
514;6;9.75
514;6;5.75
514;6;9.75
514;6;9.25
514;6;11.25
514;6;0.75
514;10;8
514;10;13.5
514;10;10
514;10;8
514;10;8.5
514;10;10
514;4;6
514;4;7
514;4;7
514;4;6
514;4;7
515;9;13
515;9;13.5
515;9;16.5
515;7;13
515;7;12.5
515;7;13.5
515;7;10.5
515;7;14.5
515;7;11.5
515;7;11.5
515;3;6.25
515;3;2
515;3;8.5
515;3;6.25
515;3;9.5
515;3;10.5
515;1;11
515;1;7
515;1;10
515;2;13.5
515;2;11.25
515;2;12.25
515;2;13.5
515;2;14.5
515;2;16.25
515;2;11.75
515;2;13
515;2;14.5
515;2;13.25
515;5;18
515;5;12
515;5;17
515;5;8
515;8;7
515;8;13
515;8;9.5
515;8;10.5
515;6;7.25
515;6;8.25
515;6;7
515;6;12.25
515;6;0.5
515;6;5
515;6;7
515;10;9
515;10;9
515;10;11.5
515;10;8.5
515;10;10
515;4;7
515;4;9
515;4;8
515;4;8
525;9;12
525;9;14.5
525;9;14.5
525;7;14.5
525;7;15
525;7;7
525;7;6.5
525;7;12.5
525;7;6.5
525;7;14
525;3;6.5
525;3;8.75
525;3;10.25
525;3;2.5
525;3;13.75
525;3;9.25
525;1;11
525;1;9
525;1;7
525;2;14.5
525;2;15.25
525;2;12
525;2;13.25
525;2;13.75
525;2;14.75
525;2;14.25
525;2;15
525;2;13
525;2;13.75
525;5;13
525;5;15
525;5;12
525;5;16
525;5;9
525;8;0.5
525;8;17
525;8;10.5
525;8;9
525;6;9.25
525;6;5.5
525;6;9
525;6;1.75
525;6;6.25
525;6;5
525;6;12.75
525;6;10.25
525;10;5
525;10;11.5
525;10;8
525;10;7
525;10;16
525;10;11
525;4;6
525;4;7
525;4;unknown
525;4;8
525;4;10
526;9;12
526;9;13
526;9;13
526;7;10
526;7;7.5
526;7;14
526;7;7
526;7;13.5
526;7;10.5
526;7;14.5
526;3;11.5
526;3;7
526;3;7.75
526;3;7.25
526;3;12.25
526;3;11.75
526;1;10
526;1;9
526;1;9
526;2;12.75
526;2;13.75
526;2;11.5
526;2;14.25
526;2;11.5
526;2;12.75
526;2;12.75
526;2;13
526;2;13.5
526;2;13.5
526;5;17
526;5;15
526;5;14
526;5;12
526;5;15
526;8;10.5
526;8;9.5
526;8;8
526;6;6.25
526;6;7.5
526;6;4.25
526;6;14.75
526;6;5.25
526;6;4.5
526;6;4.75
526;6;10.25
526;10;13
526;10;11.5
526;10;14
526;10;7.5
526;10;15.5
526;10;17
526;4;6
526;4;6
526;4;10
526;4;10
533;9;11.5
533;9;13.5
533;9;10
533;7;14.5
533;7;15.5
533;7;7
533;7;13
533;7;10
533;7;15
533;7;19
533;3;12.75
533;3;11.25
533;3;4.25
533;3;8.25
533;3;10.5
533;1;11
533;1;12
533;1;7
533;2;12.75
533;2;14.25
533;2;12.25
533;2;13.25
533;2;13.5
533;2;12
533;2;14.25
533;2;13.5
533;2;14
533;2;12
533;5;13
533;5;11
533;5;15
533;5;14
533;5;12
533;8;4.5
533;8;6
533;8;8.5
533;8;5.5
533;6;10.75
533;6;8.5
533;6;5
533;6;6.5
533;6;3.75
533;6;6.5
533;6;5.25
533;10;8.5
533;10;7
533;10;6.5
533;10;9.5
533;10;7
533;10;15.5
533;4;8
533;4;5
533;4;7
533;4;8
540;9;15.5
540;9;13.5
540;9;15.5
540;7;15.5
540;7;14.5
540;7;8
540;7;14.5
540;7;11.5
540;7;14.5
540;7;12.5
540;3;9.75
540;3;11.75
540;3;9.5
540;3;9
540;3;10.25
540;3;5.75
540;1;12
540;1;13
540;1;8
540;2;13.75
540;2;12
540;2;13.75
540;2;15.5
540;2;12.75
540;2;13
540;2;15.5
540;2;13
540;2;13.25
540;2;14.5
540;5;16
540;5;16
540;5;13
540;5;13
540;5;16
540;8;7.5
540;8;8.5
540;8;7.5
540;8;14.5
540;6;4.75
540;6;2.5
540;6;5
540;6;1.75
540;6;8.25
540;6;8.75
540;6;5.5
540;10;14.5
540;10;11
540;10;7.5
540;10;7
540;10;9
540;10;9.5
540;4;7
540;4;9
540;4;5
540;4;7
540;4;7
554;9;14.5
554;9;15
554;9;13
554;7;13
554;7;11
554;7;7
554;7;10
554;7;9.5
554;7;13.5
554;7;14
554;3;5.5
554;3;9.75
554;3;10.75
554;3;4.5
554;3;6.25
554;3;1.5
554;1;14
554;1;6
554;1;9
554;2;14.75
554;2;14.25
554;2;12.5
554;2;13.5
554;2;14.75
554;2;14.25
554;2;15.25
554;2;14
554;2;14
554;2;13.75
554;5;15
554;5;14
554;5;10
554;5;11
554;5;14
554;8;9
554;8;11.5
554;8;8
554;8;9.5
554;6;6.25
554;6;6.5
554;6;8
554;6;7.5
554;6;5.5
554;6;8.5
554;6;6.25
554;10;13
554;10;9.5
554;10;8.5
554;10;5
554;10;12
554;10;12
554;4;6
554;4;9
554;4;8
554;4;9
554;4;5
560;9;12
560;9;14.5
560;9;13.5
560;7;12.5
560;7;7.5
560;7;10.5
560;7;9
560;7;13
560;7;10
560;7;8
560;3;8.5
560;3;10.5
560;3;8
560;3;8.25
560;3;5.75
560;3;4
560;1;6
560;1;16
560;1;10
560;2;14.5
560;2;14.25
560;2;12.25
560;2;15.25
560;2;15.5
560;2;12.75
560;2;13
560;2;11.25
560;2;12.25
560;2;12.75
560;5;13
560;5;13
560;5;9
560;5;19
560;5;13
560;8;10.5
560;8;11.5
560;8;9
560;8;6
560;6;6.25
560;6;6.25
560;6;6.5
560;6;10.25
560;6;9
560;6;2
560;6;6.25
560;6;9.25
560;10;unknown
560;10;14.5
560;10;13
560;10;13
560;10;11
560;10;8
560;4;6
560;4;7
560;4;8
560;4;9
567;9;17.5
567;9;12.5
567;9;12
567;7;15.5
567;7;10
567;7;11
567;7;12.5
567;7;10.5
567;7;10.5
567;7;12.5
567;3;9.5
567;3;8.75
567;3;12.5
567;3;7.75
567;3;10
567;3;3.25
567;1;13
567;1;13
567;1;16
567;2;15
567;2;15.75
567;2;13
567;2;11.25
567;2;12.75
567;2;13.5
567;2;12.25
567;2;14
567;2;15
567;2;13.25
567;5;13
567;5;14
567;5;13
567;5;16
567;5;16
567;8;12.5
567;8;7
567;8;unknown
567;8;9
567;6;5.25
567;6;6.75
567;6;7.5
567;6;7.75
567;6;0
567;6;3.25
567;6;0
567;10;12
567;10;4.5
567;10;14
567;10;6
567;10;16
567;10;10.5
567;4;8
567;4;8
567;4;5
567;4;8
567;4;8
572;9;14.5
572;9;14
572;9;10
572;7;5.5
572;7;10
572;7;12
572;7;13
572;7;12
572;7;9.5
572;3;11.25
572;3;6.75
572;3;9.5
572;3;14.25
572;3;6
572;3;5.25
572;1;9
572;1;10
572;1;10
572;2;14.5
572;2;14
572;2;12.5
572;2;14
572;2;13.5
572;2;12.25
572;2;15.25
572;2;12.5
572;2;13.75
572;2;13.75
572;5;13
572;5;10
572;5;14
572;5;13
572;5;13
572;8;11.5
572;8;10
572;8;9
572;8;9
572;6;2.75
572;6;4.75
572;6;5
572;6;7.25
572;6;7.5
572;6;6.5
572;6;4.25
572;6;9
572;10;18.5
572;10;8.5
572;10;9.5
572;10;10
572;10;16.5
572;10;6
572;4;7
572;4;6
572;4;8
572;4;6
572;4;10
580;9;13
580;9;14
580;9;15
580;7;7.5
580;7;10
580;7;12.5
580;7;10.5
580;7;13.5
580;7;10.5
580;7;13
580;3;9.75
580;3;7.25
580;3;8.25
580;3;7.75
580;3;4.25
580;3;7.5
580;1;14
580;1;13
580;1;10
580;2;11
580;2;11.25
580;2;10.5
580;2;11.5
580;2;13.75
580;2;13.75
580;2;15.75
580;2;14.25
580;2;13.25
580;2;13
580;5;9
580;5;13
580;5;10
580;5;13
580;5;12
580;8;14.5
580;8;10
580;8;6.5
580;8;6
580;6;2.5
580;6;6.5
580;6;7.5
580;6;5.25
580;6;8.75
580;6;11
580;6;2.5
580;6;9.75
580;10;12
580;10;9.5
580;10;5
580;10;9
580;10;14.5
580;10;11
580;4;7
580;4;9
580;4;10
580;4;3
580;4;6
642;9;14.5
642;9;15.5
642;9;11.5
642;7;10.5
642;7;13.5
642;7;12.5
642;7;15
642;7;16.5
642;7;6.5
642;7;13
642;3;2.5
642;3;10
642;3;13.25
642;3;5.75
642;3;3
642;3;6
642;1;12
642;1;7
642;1;11
642;2;12.75
642;2;13.5
642;2;12.5
642;2;11.75
642;2;12.5
642;2;13.25
642;2;13.75
642;2;13.5
642;2;12
642;5;16
642;5;14
642;5;14
642;5;16
642;5;16
642;8;12
642;8;8
642;8;9
642;8;13.5
642;6;15.75
642;6;10
642;6;2.5
642;6;4.25
642;6;10.25
642;6;5
642;6;5.75
642;6;5
642;10;12.5
642;10;5.5
642;10;12
642;10;8.5
642;10;12
642;10;5.5
642;4;8
642;4;10
642;4;8
642;4;6
642;4;7
662;9;15.5
662;9;13.5
662;9;13.5
662;7;16
662;7;10
662;7;unknown
662;7;16.5
662;7;10.5
662;7;14.5
662;7;12.5
662;3;5.75
662;3;7
662;3;10.25
662;3;4.25
662;3;7.25
662;3;12.25
662;1;13
662;1;11
662;1;12
662;2;12
662;2;13
662;2;13.75
662;2;13.25
662;2;10.75
662;2;14
662;2;10.75
662;2;13
662;2;15
662;2;11.25
662;5;12
662;5;13
662;5;12
662;5;15
662;5;14
662;8;7
662;8;8.5
662;8;9.5
662;8;11
662;6;8
662;6;8.5
662;6;7.25
662;6;10.75
662;6;13.75
662;6;4.5
662;6;7.75
662;6;7.25
662;10;8.5
662;10;12.5
662;10;4
662;10;11
662;10;8.5
662;10;10
662;4;8
662;4;8
662;4;8
662;4;5
662;4;10
668;9;12.5
668;9;12.5
668;9;14
668;7;11
668;7;8.5
668;7;12
668;7;11
668;7;13.5
668;7;15
668;7;9
668;3;9.75
668;3;6.5
668;3;8.25
668;3;3
668;3;10.5
668;3;2.25
668;1;7
668;1;13
668;1;2
668;2;13.25
668;2;12.25
668;2;15.75
668;2;13.75
668;2;13.25
668;2;unknown
668;2;13.75
668;2;13
668;2;14.5
668;2;13.5
668;5;11
668;5;14
668;5;13
668;5;16
668;5;17
668;8;10.5
668;8;11
668;8;5
668;8;8
668;6;10.25
668;6;11.25
668;6;2.25
668;6;9
668;6;7.25
668;6;4.5
668;6;8.75
668;6;5.25
668;10;13.5
668;10;13.5
668;10;12
668;10;13.5
668;10;10.5
668;10;3.5
668;4;8
668;4;7
668;4;6
668;4;7
668;4;7
700;9;13.5
700;9;unknown
700;9;13.5
700;7;10
700;7;12
700;7;10
700;7;11.5
700;7;16
700;7;13
700;7;16.5
700;3;0
700;3;7.5
700;3;10
700;3;8
700;3;6.5
700;3;9.25
700;1;6
700;1;9
700;1;8
700;2;12.75
700;2;14.25
700;2;12.5
700;2;13
700;2;11.75
700;2;12.5
700;2;14
700;2;12.25
700;2;10.75
700;5;12
700;5;16
700;5;14
700;5;12
700;5;12
700;8;10.5
700;8;7.5
700;8;8.5
700;8;9
700;6;7.5
700;6;4.75
700;6;2.5
700;6;11.5
700;6;9.5
700;6;10.25
700;6;6
700;6;10.5
700;10;13
700;10;10
700;10;8
700;10;14
700;10;13
700;10;1.5
700;4;5
700;4;8
700;4;5
700;4;7
700;4;3
713;9;11
713;9;19
713;9;16.5
713;7;15
713;7;14
713;7;12.5
713;7;11
713;7;13.5
713;7;14
713;7;13
713;3;13.75
713;3;11
713;3;13.5
713;3;12
713;3;unknown
713;3;11.75
713;1;10
713;1;12
713;1;13
713;2;13.5
713;2;12.75
713;2;11.75
713;2;14.25
713;2;12.75
713;2;13.75
713;2;14.75
713;2;14.25
713;2;14.25
713;2;14
713;5;15
713;5;12
713;5;15
713;5;12
713;5;12
713;8;11
713;8;10
713;8;11.5
713;8;7
713;6;4
713;6;4.75
713;6;7
713;6;0.5
713;6;10
713;6;0
713;6;7
713;6;4.5
713;10;14.5
713;10;14.5
713;10;16.5
713;10;18.5
713;10;9
713;10;12.5
713;4;4
713;4;8
713;4;8
713;4;7
713;4;6
740;9;13.5
740;9;15.5
740;9;12
740;7;8.5
740;7;14.5
740;7;13
740;7;12
740;7;11
740;7;12.5
740;7;20
740;3;unknown
740;3;6
740;3;9
740;3;5.25
740;3;10
740;3;11.75
740;1;10
740;1;12
740;1;12
740;2;14
740;2;14.75
740;2;13
740;2;13.5
740;2;14.25
740;2;12.75
740;2;12
740;2;12.5
740;2;12.5
740;2;14.25
740;5;15
740;5;15
740;5;12
740;5;14
740;5;16
740;8;6.5
740;8;9
740;8;6.5
740;8;8
740;6;6.25
740;6;3.75
740;6;9
740;6;6
740;6;2.75
740;6;12.75
740;6;unknown
740;6;7.25
740;10;13.5
740;10;15
740;10;9.5
740;10;17.5
740;10;10
740;10;15.5
740;4;6
740;4;6
740;4;7
740;4;7
766;9;16
766;7;13.5
766;7;14.5
766;7;12
766;7;9.5
766;7;13.5
766;7;9.5
766;7;10.5
766;3;6
766;3;9.5
766;3;6
766;3;12.5
766;3;8
766;1;13
766;1;9
766;1;14
766;2;12.5
766;2;14.25
766;2;13
766;2;unknown
766;2;14.5
766;2;13
766;2;13.75
766;2;11.5
766;2;14
766;2;13.25
766;5;12
766;5;13
766;5;12
766;5;15
766;5;13
766;8;10
766;8;16
766;8;9
766;8;8
766;6;10.5
766;6;1.25
766;6;9
766;6;6.5
766;6;2.5
766;6;9.25
766;6;8.75
766;6;4.75
766;10;9
766;10;6
766;10;8.5
766;10;13
766;10;8
766;10;8
766;4;7
766;4;6
766;4;5
766;4;7
766;4;9
774;9;13.5
774;9;13.5
774;9;14.5
774;7;12
774;7;16
774;7;11
774;7;9
774;7;8.5
774;7;11.5
774;7;13
774;3;7.5
774;3;4.75
774;3;8
774;3;4
774;3;9
774;3;6.25
774;1;9
774;1;13
774;1;10
774;2;12.5
774;2;14.75
774;2;12.75
774;2;14.25
774;2;13.25
774;2;12.5
774;2;10.25
774;2;14
774;2;12.5
774;2;14.25
774;5;15
774;5;11
774;5;12
774;5;16
774;5;13
774;8;11
774;8;10.5
774;8;8.5
774;8;11
774;6;11
774;6;7.75
774;6;5.5
774;6;10.75
774;6;12
774;6;7.75
774;6;9
774;6;7.25
774;10;9.5
774;10;11.5
774;10;12.5
774;10;11.5
774;10;12
774;10;15.5
774;4;7
774;4;8
774;4;5
774;4;7
774;4;9
775;9;14.5
775;9;14
775;9;13.5
775;7;14
775;7;16
775;7;15.5
775;7;10.5
775;7;unknown
775;7;8.5
775;7;12.5
775;3;6.5
775;3;6.5
775;3;3.75
775;3;12.5
775;3;8.5
775;3;9.25
775;1;8
775;1;11
775;1;8
775;2;14.25
775;2;12
775;2;12.25
775;2;14.5
775;2;12.75
775;2;15
775;2;13.25
775;2;13
775;2;12.5
775;2;14.75
775;5;17
775;5;16
775;5;13
775;5;14
775;5;12
775;8;9.5
775;8;10.5
775;8;14.5
775;8;9
775;6;9.75
775;6;6.5
775;6;6.25
775;6;5.75
775;6;11.75
775;6;8
775;6;8
775;6;10
775;10;10.5
775;10;11.5
775;10;12
775;10;13.5
775;10;10.5
775;10;10.5
775;4;6
775;4;6
775;4;9
775;4;7
775;4;7
786;9;14.5
786;9;12
786;9;14
786;7;12.5
786;7;14
786;7;12
786;7;10
786;7;unknown
786;7;14.5
786;7;14
786;3;7.75
786;3;3
786;3;0.5
786;3;5.25
786;3;7.25
786;3;11
786;1;10
786;1;11
786;1;10
786;2;13.5
786;2;12.5
786;2;12.75
786;2;13.5
786;2;12.5
786;2;10.25
786;2;13.75
786;2;13
786;2;13.25
786;2;11.75
786;5;15
786;5;13
786;5;14
786;5;12
786;5;13
786;8;13
786;8;7
786;8;15.5
786;8;13.5
786;6;7.25
786;6;2.25
786;6;9.25
786;6;7
786;6;6.25
786;6;8.75
786;6;7.75
786;6;11
786;10;13
786;10;12
786;10;10
786;10;8.5
786;10;10.5
786;10;12
786;4;7
786;4;8
786;4;8
786;4;8
786;4;9
794;9;14.5
794;9;15
794;9;11.5
794;7;12.5
794;7;5.5
794;7;11
794;7;8.5
794;7;8.5
794;7;12.5
794;3;7
794;3;3.25
794;3;15
794;3;14
794;3;6
794;3;5.5
794;1;9
794;1;9
794;1;6
794;2;15.5
794;2;13.5
794;2;11.25
794;2;13.25
794;2;13.75
794;2;13.25
794;2;13.75
794;2;14.25
794;2;12.25
794;2;13
794;5;13
794;5;9
794;5;9
794;5;14
794;5;unknown
794;8;14
794;8;1
794;8;9.5
794;8;10.5
794;6;8.25
794;6;4.25
794;6;7.25
794;6;8.25
794;6;10.25
794;6;11.25
794;6;5
794;6;4.75
794;10;10.5
794;10;11.5
794;10;5.5
794;10;16
794;10;18.5
794;10;14
794;4;10
794;4;6
794;4;6
794;4;6
794;4;6
795;9;14
795;9;13
795;9;12
795;7;7
795;7;11.5
795;7;16.5
795;7;11
795;7;10.5
795;7;11.5
795;7;10
795;3;8.5
795;3;6
795;3;8.25
795;3;8.75
795;3;8
795;3;4.75
795;1;14
795;1;7
795;1;11
795;2;11.5
795;2;11.75
795;2;15
795;2;14
795;2;13
795;2;14
795;2;11.25
795;2;14.5
795;2;12.25
795;2;13.25
795;5;12
795;5;13
795;5;13
795;5;8
795;5;16
795;8;8
795;8;3.5
795;8;9
795;8;11.5
795;6;3.5
795;6;4.75
795;6;3.5
795;6;1
795;6;12.5
795;6;3.75
795;6;10.75
795;6;7.75
795;10;11.5
795;10;11.5
795;10;14
795;10;13.5
795;10;9.5
795;10;6.5
795;4;5
795;4;7
795;4;10
795;4;8
795;4;8
812;9;12
812;9;14
812;9;15
812;7;10.5
812;7;9
812;7;6
812;7;13.5
812;7;10
812;7;14.5
812;7;14
812;3;2.25
812;3;6.25
812;3;11
812;3;8.25
812;3;10.25
812;3;1.5
812;1;11
812;1;7
812;1;10
812;2;12.5
812;2;12.5
812;2;14
812;2;13.25
812;2;13.25
812;2;14
812;2;13.75
812;2;11.75
812;2;12.5
812;2;13.75
812;5;10
812;5;16
812;5;10
812;5;17
812;5;11
812;8;12.5
812;8;11
812;8;10
812;8;9.5
812;6;3.75
812;6;9.5
812;6;9.75
812;6;13
812;6;5.75
812;6;8.5
812;6;4.5
812;6;4.5
812;10;17.5
812;10;15
812;10;11
812;10;11.5
812;10;14
812;10;14
812;4;6
812;4;4
812;4;6
812;4;5
812;4;8
821;9;12.5
821;9;14
821;9;14.5
821;7;15
821;7;unknown
821;7;11.5
821;7;10.5
821;7;12
821;7;12.5
821;7;9.5
821;3;6.5
821;3;4.5
821;3;7.5
821;3;9
821;3;5.75
821;3;8
821;1;12
821;1;7
821;1;15
821;2;12.5
821;2;13.75
821;2;13
821;2;13.75
821;2;14.75
821;2;11.75
821;2;12.5
821;2;14
821;2;13.25
821;2;12.25
821;5;16
821;5;12
821;5;14
821;5;15
821;5;13
821;8;9.5
821;8;10.5
821;8;12.5
821;6;6.25
821;6;6.25
821;6;3.5
821;6;8
821;6;2.25
821;6;7.25
821;6;3
821;6;9.75
821;10;9
821;10;9.5
821;10;8
821;10;11
821;10;7.5
821;10;11.5
821;4;6
821;4;8
821;4;6
821;4;6
821;4;7
861;9;14
861;9;12
861;9;15.5
861;7;13
861;7;14
861;7;12.5
861;7;13.5
861;7;10
861;7;6.5
861;7;12
861;3;6
861;3;8.25
861;3;6.75
861;3;7.75
861;3;5.25
861;3;8.5
861;1;unknown
861;1;11
861;1;13
861;2;13
861;2;12.75
861;2;14.5
861;2;14.5
861;2;13.75
861;2;12.5
861;2;11.5
861;2;13.75
861;2;14.75
861;2;14
861;5;12
861;5;14
861;5;11
861;5;14
861;5;12
861;8;7.5
861;8;6
861;8;7.5
861;8;7
861;6;3
861;6;7.5
861;6;4.75
861;6;4.5
861;6;5
861;6;1.5
861;6;4
861;6;6.75
861;10;8
861;10;7
861;10;8.5
861;10;2.5
861;10;10.5
861;4;10
861;4;6
861;4;5
861;4;8
861;4;5
876;9;15
876;9;15.5
876;9;15.5
876;7;unknown
876;7;19.5
876;7;10.5
876;7;13.5
876;7;11
876;7;7
876;3;7.25
876;3;11.5
876;3;5
876;3;7.75
